event_id,timestamp,market,creator_tier,content_category,policy_category,intervention_type,detection_method,severity_score,is_proactive_removal,removed_within_24h,is_false_positive,baseline_ccv,ccv_lost_5min,ccv_recovered_15min,drop_off_rate,recovery_rate,creator_ack_seconds,scale_factor
EVT_04020,2026-02-18 01:46:08,US,Micro,Fitness,spam_fake_engagement,content_warning_overlay,automated,2.03,True,True,False,959,90,13,0.0944,0.1496,,262.9
EVT_01306,2026-02-18 02:08:36,US,Mid,Commerce,violent_graphic,stream_pause,automated,2.88,True,True,False,6165,1097,87,0.178,0.0793,,262.9
EVT_03628,2026-02-18 02:09:20,US,Nano,Fitness,adult_nudity_sexual,audio_mute,automated,2.11,True,True,False,261,124,16,0.4761,0.136,38.0,262.9
EVT_04152,2026-02-18 03:14:00,US,Micro,Gaming,illegal_regulated_goods,audio_mute,human_review,1.66,True,False,False,429,202,12,0.4727,0.0638,,262.9
EVT_00718,2026-02-18 03:38:35,US,Mid,Gaming,minor_safety,content_warning_overlay,automated,1.85,True,True,False,8413,1921,189,0.2284,0.0988,,262.9
EVT_02562,2026-02-18 03:42:44,US,Mid,Talk,spam_fake_engagement,content_warning_overlay,automated,1.87,True,True,False,7524,1804,218,0.2399,0.121,,262.9
EVT_02553,2026-02-18 03:47:04,US,Mid,Talk,adult_nudity_sexual,escalated_review_flag,automated,3.28,True,True,False,8953,1986,157,0.2218,0.0792,,262.9
EVT_03978,2026-02-18 03:49:33,US,Nano,Commerce,misinformation,audio_mute,automated,2.43,True,True,False,139,59,4,0.4266,0.07,,262.9
EVT_00380,2026-02-18 04:03:29,US,Nano,Talk,misinformation,audio_mute,automated,2.45,True,True,False,268,103,6,0.3871,0.0622,,262.9
EVT_04028,2026-02-18 04:32:34,US,Nano,Gaming,hate_speech,caption_text_removal,automated,1.18,True,True,False,217,19,1,0.0878,0.0921,,262.9
EVT_03768,2026-02-18 04:42:22,US,Micro,Commerce,illegal_regulated_goods,stream_pause,human_review,3.26,True,True,False,848,169,24,0.1997,0.145,,262.9
EVT_01228,2026-02-18 04:42:26,US,Nano,Gaming,minor_safety,caption_text_removal,automated,1.02,True,True,False,190,13,2,0.0735,0.1671,,262.9
EVT_02374,2026-02-18 04:43:24,US,Nano,Fitness,illegal_regulated_goods,escalated_review_flag,automated,4.59,True,True,False,474,105,4,0.2232,0.0437,,262.9
EVT_01858,2026-02-18 04:43:55,US,Mid,Talk,illegal_regulated_goods,audio_mute,human_review,2.06,True,True,False,5487,1872,135,0.3412,0.0726,135.0,262.9
EVT_01335,2026-02-18 05:09:15,US,Micro,Gaming,illegal_regulated_goods,escalated_review_flag,automated,3.41,True,True,False,1626,314,35,0.1935,0.1124,,262.9
EVT_02363,2026-02-18 05:16:51,US,Macro,Gaming,illegal_regulated_goods,stream_pause,user_report,2.98,True,True,False,34532,8344,723,0.2416,0.0867,,262.9
EVT_04118,2026-02-18 05:17:06,US,Nano,Music,hate_speech,content_warning_overlay,automated,1.95,True,True,False,259,64,4,0.2485,0.0692,,262.9
EVT_00837,2026-02-18 05:28:04,US,Nano,Fitness,minor_safety,content_warning_overlay,automated,1.3,True,True,False,120,6,0,0.0509,0.1451,,262.9
EVT_03350,2026-02-18 05:51:44,US,Micro,Commerce,hate_speech,stream_pause,automated,3.26,True,True,False,1132,287,38,0.2538,0.1344,,262.9
EVT_01976,2026-02-18 06:54:48,US,Nano,Education,minor_safety,stream_pause,automated,3.36,True,True,False,382,28,1,0.0756,0.0481,,262.9
EVT_00469,2026-02-18 06:57:50,US,Nano,Music,illegal_regulated_goods,audio_mute,automated,1.9,True,True,False,428,128,14,0.3014,0.1159,14.0,262.9
EVT_04001,2026-02-18 07:34:38,US,Macro,Commerce,violent_graphic,content_warning_overlay,automated,1.63,True,True,False,40932,3406,314,0.0832,0.0922,,262.9
EVT_02300,2026-02-18 08:29:13,US,Macro,Talk,violent_graphic,escalated_review_flag,automated,3.32,True,True,False,31745,4282,439,0.1349,0.1027,,262.9
EVT_02089,2026-02-18 08:41:51,US,Mid,Talk,minor_safety,audio_mute,automated,2.13,True,True,False,4439,2129,295,0.4797,0.1389,,262.9
EVT_00104,2026-02-18 09:17:56,US,Micro,Music,spam_fake_engagement,escalated_review_flag,automated,4.55,True,True,False,1968,284,29,0.1448,0.1054,,262.9
EVT_00918,2026-02-18 09:20:06,US,Nano,Commerce,minor_safety,audio_mute,automated,2.23,True,True,False,355,149,23,0.42,0.1604,,262.9
EVT_03182,2026-02-18 09:31:49,US,Nano,Gaming,minor_safety,stream_pause,automated,2.92,True,True,False,147,46,3,0.3163,0.0724,,262.9
EVT_03242,2026-02-18 09:37:37,US,Micro,Fitness,illegal_regulated_goods,audio_mute,automated,2.07,True,True,False,1244,400,46,0.322,0.1164,285.0,262.9
EVT_01257,2026-02-18 09:56:27,US,Micro,Commerce,illegal_regulated_goods,caption_text_removal,automated,1.52,True,True,False,1247,205,25,0.1645,0.1246,,262.9
EVT_01328,2026-02-18 10:05:01,US,Micro,Fitness,adult_nudity_sexual,escalated_review_flag,automated,3.63,True,True,False,548,89,13,0.1636,0.1516,,262.9
EVT_00564,2026-02-18 10:13:06,US,Mid,Music,minor_safety,stream_pause,automated,3.63,True,True,False,4604,491,57,0.1068,0.1176,,262.9
EVT_03369,2026-02-18 11:16:12,US,Micro,Music,adult_nudity_sexual,content_warning_overlay,automated,1.77,True,True,False,1718,418,69,0.2434,0.1674,,262.9
EVT_04191,2026-02-18 12:04:37,US,Mid,Music,violent_graphic,audio_mute,automated,2.23,True,True,False,2797,1044,81,0.3735,0.0781,75.0,262.9
EVT_00187,2026-02-18 12:41:11,US,Nano,Talk,minor_safety,audio_mute,automated,2.49,True,True,False,196,81,8,0.4177,0.1088,,262.9
EVT_00288,2026-02-18 12:45:16,US,Micro,Gaming,illegal_regulated_goods,audio_mute,automated,2.76,True,True,False,924,236,28,0.2557,0.1211,70.0,262.9
EVT_00680,2026-02-18 13:12:39,US,Nano,Gaming,spam_fake_engagement,caption_text_removal,automated,1.17,True,True,False,288,20,0,0.0726,0.049,,262.9
EVT_00313,2026-02-18 14:10:11,US,Micro,Commerce,illegal_regulated_goods,stream_pause,automated,3.98,True,True,False,1617,324,45,0.2007,0.1401,,262.9
EVT_02881,2026-02-18 15:51:01,US,Nano,Fitness,hate_speech,caption_text_removal,automated,1.35,True,True,False,360,56,8,0.1568,0.147,,262.9
EVT_01005,2026-02-18 17:11:49,US,Nano,Music,minor_safety,content_warning_overlay,automated,1.86,True,True,False,413,86,6,0.2084,0.0812,,262.9
EVT_02760,2026-02-18 17:44:23,US,Nano,Commerce,hate_speech,stream_pause,automated,3.15,True,True,False,201,30,1,0.1526,0.0654,,262.9
EVT_00384,2026-02-18 18:39:40,US,Mid,Fitness,illegal_regulated_goods,caption_text_removal,automated,1.47,True,True,False,2966,406,21,0.1369,0.0533,,262.9
EVT_03229,2026-02-18 20:04:20,US,Nano,Music,illegal_regulated_goods,caption_text_removal,automated,1.06,True,True,False,273,31,3,0.1152,0.1027,,262.9
EVT_00896,2026-02-18 21:06:39,US,Micro,Fitness,adult_nudity_sexual,stream_pause,automated,3.82,True,True,False,596,176,31,0.2955,0.1785,,262.9
EVT_03269,2026-02-18 21:17:29,US,Micro,Gaming,violent_graphic,audio_mute,automated,2.52,True,True,False,1497,529,73,0.3536,0.1391,,262.9
EVT_01657,2026-02-18 21:31:04,US,Micro,Gaming,adult_nudity_sexual,audio_mute,automated,2.25,True,True,False,2197,862,90,0.3926,0.1044,35.0,262.9
EVT_00764,2026-02-18 22:54:33,US,Macro,Education,illegal_regulated_goods,escalated_review_flag,automated,3.25,False,True,False,103437,19252,2443,0.1861,0.1269,,262.9
EVT_00943,2026-02-19 00:11:06,US,Nano,Fitness,hate_speech,escalated_review_flag,automated,4.61,True,True,False,326,37,4,0.1157,0.1233,,262.9
EVT_00715,2026-02-19 02:07:27,US,Micro,Education,misinformation,audio_mute,automated,2.13,True,True,False,1730,577,44,0.3336,0.0767,7.0,262.9
EVT_02499,2026-02-19 03:07:47,US,Nano,Commerce,adult_nudity_sexual,stream_pause,automated,3.31,True,True,False,214,46,5,0.2164,0.125,,262.9
EVT_01027,2026-02-19 03:12:57,US,Nano,Talk,minor_safety,audio_mute,automated,2.6,True,True,False,219,65,3,0.2983,0.0468,103.0,262.9
EVT_02874,2026-02-19 03:15:57,US,Mid,Commerce,misinformation,content_warning_overlay,automated,2.0,True,True,False,4913,1185,218,0.2413,0.1848,,262.9
EVT_03849,2026-02-19 03:28:45,US,Macro,Gaming,violent_graphic,audio_mute,automated,2.1,True,True,False,72453,19914,1736,0.2749,0.0872,19.0,262.9
EVT_04134,2026-02-19 03:29:17,US,Mid,Commerce,minor_safety,stream_pause,automated,4.17,True,True,False,5938,1373,60,0.2312,0.0442,,262.9
EVT_00551,2026-02-19 03:37:12,US,Macro,Talk,misinformation,audio_mute,automated,2.51,True,True,False,38410,6073,440,0.1581,0.0725,31.0,262.9
EVT_00861,2026-02-19 03:50:41,US,Micro,Talk,spam_fake_engagement,caption_text_removal,human_review,1.48,True,True,False,859,25,4,0.0302,0.1696,,262.9
EVT_01835,2026-02-19 04:44:14,US,Micro,Fitness,misinformation,audio_mute,human_review,1.67,True,True,False,1519,554,71,0.3648,0.129,55.0,262.9
EVT_02745,2026-02-19 05:33:03,US,Macro,Commerce,minor_safety,content_warning_overlay,automated,1.37,True,True,False,54029,13792,2207,0.2553,0.1601,,262.9
EVT_00986,2026-02-19 05:38:49,US,Micro,Talk,minor_safety,content_warning_overlay,automated,1.49,True,True,False,1109,161,13,0.1453,0.081,,262.9
EVT_00917,2026-02-19 06:06:28,US,Mid,Gaming,hate_speech,escalated_review_flag,automated,3.22,True,True,False,5747,1323,208,0.2302,0.1573,,262.9
EVT_03711,2026-02-19 06:17:18,US,Nano,Education,adult_nudity_sexual,caption_text_removal,automated,1.48,True,True,False,412,27,3,0.0676,0.138,,262.9
EVT_03145,2026-02-19 06:47:38,US,Mid,Talk,spam_fake_engagement,stream_pause,human_review,4.04,True,True,False,7080,1472,106,0.208,0.0724,,262.9
EVT_00016,2026-02-19 06:56:24,US,Mid,Talk,hate_speech,escalated_review_flag,automated,3.73,True,True,False,5091,1061,109,0.2085,0.1029,,262.9
EVT_00693,2026-02-19 07:36:30,US,Micro,Talk,spam_fake_engagement,content_warning_overlay,automated,2.39,True,True,False,946,205,29,0.2175,0.1454,,262.9
EVT_02294,2026-02-19 08:56:17,US,Micro,Commerce,minor_safety,stream_pause,automated,3.47,True,False,False,1249,352,38,0.2824,0.1092,,262.9
EVT_01645,2026-02-19 09:27:47,US,Macro,Gaming,violent_graphic,caption_text_removal,automated,1.05,True,True,False,21871,3105,329,0.142,0.1061,,262.9
EVT_01846,2026-02-19 09:40:17,US,Nano,Education,minor_safety,caption_text_removal,automated,1.77,True,True,False,124,20,3,0.1632,0.181,,262.9
EVT_02742,2026-02-19 10:30:46,US,Micro,Fitness,spam_fake_engagement,audio_mute,automated,1.52,True,True,False,972,257,28,0.2647,0.1092,42.0,262.9
EVT_03048,2026-02-19 12:14:41,US,Micro,Fitness,spam_fake_engagement,content_warning_overlay,automated,2.35,True,True,False,663,137,15,0.2076,0.1108,,262.9
EVT_02611,2026-02-19 12:59:30,US,Nano,Gaming,illegal_regulated_goods,stream_pause,automated,3.54,True,True,False,215,52,5,0.2439,0.0999,,262.9
EVT_00571,2026-02-19 13:25:19,US,Nano,Education,adult_nudity_sexual,stream_pause,user_report,2.84,True,True,False,194,71,7,0.367,0.1001,,262.9
EVT_00161,2026-02-19 13:30:44,US,Micro,Gaming,illegal_regulated_goods,content_warning_overlay,automated,1.93,True,True,False,1454,271,37,0.1866,0.139,,262.9
EVT_03340,2026-02-19 14:04:46,US,Macro,Fitness,illegal_regulated_goods,content_warning_overlay,automated,2.02,True,True,False,69890,9731,1914,0.1392,0.1967,,262.9
EVT_01582,2026-02-19 14:29:38,US,Micro,Gaming,misinformation,escalated_review_flag,automated,3.52,True,True,False,1024,161,9,0.1579,0.0563,,262.9
EVT_01791,2026-02-19 15:44:29,US,Micro,Talk,adult_nudity_sexual,content_warning_overlay,automated,2.03,True,False,False,2578,299,32,0.116,0.1079,,262.9
EVT_00657,2026-02-19 16:16:09,US,Mid,Gaming,violent_graphic,audio_mute,automated,2.16,True,True,False,17117,5409,584,0.316,0.108,,262.9
EVT_01430,2026-02-19 16:21:34,US,Macro,Education,minor_safety,audio_mute,human_review,2.46,True,True,False,33685,16939,2654,0.5029,0.1567,68.0,262.9
EVT_02502,2026-02-19 16:46:34,US,Micro,Commerce,illegal_regulated_goods,audio_mute,automated,1.83,True,True,False,1533,640,69,0.4181,0.1091,48.0,262.9
EVT_00800,2026-02-19 18:16:18,US,Micro,Fitness,violent_graphic,escalated_review_flag,automated,4.76,True,True,False,1375,329,13,0.2397,0.0406,,262.9
EVT_03784,2026-02-19 18:43:35,US,Micro,Education,adult_nudity_sexual,escalated_review_flag,user_report,4.7,True,True,False,1312,227,24,0.1738,0.1088,,262.9
EVT_03833,2026-02-19 19:07:20,US,Mid,Music,illegal_regulated_goods,content_warning_overlay,automated,1.2,True,True,False,5506,1022,142,0.1857,0.1396,,262.9
EVT_01823,2026-02-19 19:56:58,US,Nano,Education,minor_safety,escalated_review_flag,automated,4.13,True,True,False,158,49,5,0.3126,0.1075,,262.9
EVT_02020,2026-02-19 20:03:45,US,Micro,Gaming,minor_safety,stream_pause,automated,3.05,True,True,False,3141,443,39,0.1412,0.089,,262.9
EVT_00810,2026-02-19 20:29:35,US,Micro,Gaming,hate_speech,audio_mute,automated,1.81,True,True,False,1474,412,61,0.2798,0.149,,262.9
EVT_02947,2026-02-19 20:49:19,US,Macro,Education,minor_safety,audio_mute,automated,2.57,True,True,False,18893,4189,501,0.2218,0.1197,143.0,262.9
EVT_03890,2026-02-19 22:36:31,US,Micro,Fitness,adult_nudity_sexual,caption_text_removal,human_review,1.39,True,True,False,1783,381,48,0.214,0.1265,,262.9
EVT_01578,2026-02-19 22:51:02,US,Micro,Music,minor_safety,content_warning_overlay,automated,1.51,True,True,False,1032,213,10,0.2069,0.0507,,262.9
EVT_03927,2026-02-19 23:11:40,US,Nano,Music,minor_safety,escalated_review_flag,automated,4.29,True,True,False,255,48,3,0.1901,0.0648,,262.9
EVT_01074,2026-02-19 23:50:11,US,Nano,Commerce,minor_safety,caption_text_removal,automated,1.8,True,True,False,175,7,0,0.0414,0.1144,,262.9
EVT_00218,2026-02-19 23:59:26,US,Nano,Commerce,misinformation,content_warning_overlay,automated,2.34,True,True,False,206,45,6,0.221,0.1494,,262.9
EVT_01126,2026-02-20 00:03:49,US,Macro,Gaming,illegal_regulated_goods,escalated_review_flag,automated,3.41,True,True,False,63143,14476,1519,0.2293,0.105,,262.9
EVT_04107,2026-02-20 02:50:43,US,Macro,Gaming,illegal_regulated_goods,escalated_review_flag,automated,3.76,True,True,False,22802,3575,427,0.1568,0.1196,,262.9
EVT_01392,2026-02-20 03:04:50,US,Nano,Fitness,hate_speech,audio_mute,automated,1.55,True,True,False,309,89,5,0.2906,0.0574,,262.9
EVT_00934,2026-02-20 03:25:11,US,Nano,Commerce,minor_safety,stream_pause,automated,2.97,True,True,False,175,65,9,0.3749,0.1496,,262.9
EVT_01533,2026-02-20 03:27:13,US,Nano,Music,illegal_regulated_goods,audio_mute,automated,1.51,True,True,False,269,97,6,0.3634,0.0619,146.0,262.9
EVT_02932,2026-02-20 03:42:52,US,Nano,Music,adult_nudity_sexual,stream_pause,automated,3.11,True,True,False,222,54,4,0.2435,0.0863,,262.9
EVT_00529,2026-02-20 03:51:36,US,Nano,Commerce,spam_fake_engagement,stream_pause,automated,3.9,True,True,False,205,42,6,0.2088,0.1478,,262.9
EVT_02169,2026-02-20 04:37:52,US,Mid,Fitness,adult_nudity_sexual,content_warning_overlay,automated,1.74,True,True,False,9461,1678,165,0.1775,0.0989,,262.9
EVT_01837,2026-02-20 04:41:29,US,Micro,Talk,illegal_regulated_goods,caption_text_removal,automated,1.16,True,True,False,1914,192,5,0.1007,0.0271,,262.9
EVT_00567,2026-02-20 04:42:48,US,Mid,Commerce,hate_speech,audio_mute,automated,2.43,True,False,False,4092,1626,94,0.3976,0.0583,,262.9
EVT_03528,2026-02-20 05:00:13,US,Micro,Fitness,adult_nudity_sexual,caption_text_removal,automated,1.58,True,True,False,1267,68,13,0.0541,0.1992,,262.9
EVT_01816,2026-02-20 05:05:34,US,Nano,Music,spam_fake_engagement,audio_mute,automated,2.44,True,True,False,360,140,7,0.3889,0.0551,,262.9
EVT_03419,2026-02-20 05:30:40,US,Micro,Fitness,adult_nudity_sexual,escalated_review_flag,automated,3.21,True,True,False,1175,102,7,0.0869,0.0709,,262.9
EVT_01330,2026-02-20 06:28:03,US,Mid,Gaming,minor_safety,escalated_review_flag,automated,3.28,True,True,False,4736,47,6,0.01,0.1322,,262.9
EVT_00101,2026-02-20 08:03:04,US,Micro,Education,minor_safety,caption_text_removal,human_review,1.73,True,True,False,1587,249,42,0.1571,0.1691,,262.9
EVT_01565,2026-02-20 08:25:29,US,Mid,Commerce,illegal_regulated_goods,stream_pause,automated,3.03,True,True,False,15285,2404,366,0.1573,0.1525,,262.9
EVT_00312,2026-02-20 08:53:11,US,Nano,Talk,illegal_regulated_goods,escalated_review_flag,automated,3.54,True,True,False,453,78,4,0.1741,0.0539,,262.9
EVT_03531,2026-02-20 09:06:21,US,Nano,Commerce,violent_graphic,content_warning_overlay,automated,2.39,True,True,False,222,63,6,0.2869,0.0952,,262.9
EVT_02092,2026-02-20 09:13:45,US,Nano,Fitness,hate_speech,caption_text_removal,automated,1.49,True,False,False,203,7,0,0.0368,0.1403,,262.9
EVT_04096,2026-02-20 09:57:26,US,Micro,Fitness,minor_safety,caption_text_removal,automated,1.42,True,True,False,708,75,5,0.1069,0.0737,,262.9
EVT_04139,2026-02-20 11:03:57,US,Macro,Gaming,adult_nudity_sexual,stream_pause,automated,2.86,True,False,False,36965,2871,475,0.0777,0.1656,,262.9
EVT_03655,2026-02-20 11:04:32,US,Nano,Talk,minor_safety,caption_text_removal,automated,1.71,True,True,False,134,18,1,0.1364,0.101,,262.9
EVT_01086,2026-02-20 11:06:30,US,Nano,Fitness,illegal_regulated_goods,escalated_review_flag,automated,3.56,True,True,False,227,43,1,0.1919,0.0413,,262.9
EVT_00724,2026-02-20 11:34:36,US,Micro,Fitness,violent_graphic,content_warning_overlay,automated,1.65,True,True,False,1409,125,9,0.089,0.0743,,262.9
EVT_02907,2026-02-20 11:41:13,US,Micro,Music,adult_nudity_sexual,audio_mute,automated,2.46,True,True,False,718,201,28,0.2813,0.1413,,262.9
EVT_00430,2026-02-20 13:10:27,US,Micro,Fitness,spam_fake_engagement,escalated_review_flag,automated,3.33,True,True,False,1523,258,20,0.1695,0.0778,,262.9
EVT_03701,2026-02-20 13:42:59,US,Nano,Talk,spam_fake_engagement,caption_text_removal,human_review,1.52,True,True,False,452,74,12,0.1652,0.1659,,262.9
EVT_01045,2026-02-20 13:43:18,US,Micro,Fitness,illegal_regulated_goods,caption_text_removal,automated,1.75,True,True,False,1802,134,8,0.0744,0.0613,,262.9
EVT_01345,2026-02-20 14:00:22,US,Nano,Fitness,violent_graphic,caption_text_removal,automated,1.07,True,True,False,180,17,2,0.1,0.1426,,262.9
EVT_02581,2026-02-20 14:13:58,US,Nano,Commerce,illegal_regulated_goods,escalated_review_flag,automated,4.51,True,True,False,206,24,3,0.1181,0.1363,,262.9
EVT_03898,2026-02-20 15:44:37,US,Mid,Commerce,hate_speech,escalated_review_flag,human_review,4.37,True,False,False,6083,1141,116,0.1877,0.1024,,262.9
EVT_02215,2026-02-20 16:23:54,US,Nano,Gaming,minor_safety,audio_mute,automated,1.89,True,True,False,343,148,23,0.4317,0.1609,78.0,262.9
EVT_00682,2026-02-20 17:09:06,US,Macro,Education,minor_safety,stream_pause,automated,2.92,True,True,False,79882,20828,1500,0.2607,0.072,,262.9
EVT_03933,2026-02-20 17:16:04,US,Nano,Music,illegal_regulated_goods,stream_pause,automated,3.07,False,True,False,254,32,5,0.1265,0.1839,,262.9
EVT_03115,2026-02-20 17:22:30,US,Nano,Fitness,adult_nudity_sexual,content_warning_overlay,automated,2.22,True,True,False,223,37,3,0.1666,0.0859,,262.9
EVT_03747,2026-02-20 17:24:10,US,Macro,Education,illegal_regulated_goods,content_warning_overlay,user_report,2.09,True,True,False,30939,3849,233,0.1244,0.0607,,262.9
EVT_01420,2026-02-20 17:28:00,US,Micro,Gaming,illegal_regulated_goods,content_warning_overlay,automated,2.2,True,True,False,614,189,18,0.3081,0.0954,,262.9
EVT_00820,2026-02-20 17:53:29,US,Micro,Commerce,minor_safety,content_warning_overlay,automated,1.89,True,True,False,972,228,9,0.235,0.0437,,262.9
EVT_03300,2026-02-20 18:49:20,US,Mid,Education,minor_safety,escalated_review_flag,automated,4.64,True,True,False,3531,227,35,0.0645,0.1553,,262.9
EVT_00970,2026-02-20 18:51:52,US,Micro,Music,minor_safety,audio_mute,automated,2.72,True,True,False,1306,451,46,0.3455,0.1034,40.0,262.9
EVT_00750,2026-02-20 18:52:50,US,Nano,Commerce,hate_speech,caption_text_removal,automated,1.21,True,True,False,186,14,2,0.08,0.1499,,262.9
EVT_02660,2026-02-20 19:24:48,US,Mid,Fitness,illegal_regulated_goods,stream_pause,automated,3.01,True,True,False,8482,2102,267,0.2478,0.1271,,262.9
EVT_00359,2026-02-20 20:40:07,US,Nano,Talk,minor_safety,caption_text_removal,human_review,1.59,True,True,False,194,42,4,0.2207,0.1155,,262.9
EVT_02059,2026-02-20 22:13:52,US,Nano,Gaming,minor_safety,audio_mute,automated,1.8,True,True,False,146,34,3,0.2366,0.1134,,262.9
EVT_00464,2026-02-20 22:54:51,US,Nano,Fitness,minor_safety,content_warning_overlay,automated,1.89,True,True,False,235,34,1,0.1453,0.035,,262.9
EVT_01568,2026-02-20 23:48:55,US,Nano,Fitness,spam_fake_engagement,audio_mute,human_review,1.82,True,True,False,320,82,6,0.2575,0.0762,,262.9
EVT_01516,2026-02-20 23:53:26,US,Nano,Education,illegal_regulated_goods,content_warning_overlay,human_review,1.33,True,True,False,148,30,1,0.2044,0.0439,,262.9
EVT_03210,2026-02-21 01:00:51,US,Mid,Commerce,illegal_regulated_goods,audio_mute,human_review,1.84,True,True,False,10532,4746,301,0.4507,0.0635,94.0,262.9
EVT_03629,2026-02-21 01:47:25,US,Mid,Music,minor_safety,escalated_review_flag,automated,3.75,True,True,False,7387,1165,161,0.1578,0.1387,,262.9
EVT_03712,2026-02-21 02:14:45,US,Mid,Commerce,illegal_regulated_goods,content_warning_overlay,user_report,1.65,True,True,False,5267,432,31,0.0821,0.0718,,262.9
EVT_01300,2026-02-21 03:00:01,US,Micro,Commerce,minor_safety,content_warning_overlay,automated,1.34,True,True,False,782,237,26,0.3033,0.1134,,262.9
EVT_00155,2026-02-21 03:50:43,US,Micro,Talk,adult_nudity_sexual,audio_mute,automated,1.82,True,True,False,1044,481,60,0.4608,0.1261,,262.9
EVT_03392,2026-02-21 03:51:52,US,Micro,Music,minor_safety,stream_pause,automated,3.4,True,True,False,696,108,18,0.1565,0.1698,,262.9
EVT_01188,2026-02-21 05:02:51,US,Nano,Gaming,hate_speech,audio_mute,automated,1.75,True,True,False,205,96,4,0.4693,0.0453,295.0,262.9
EVT_01270,2026-02-21 05:30:04,US,Nano,Commerce,hate_speech,audio_mute,automated,2.44,True,True,False,170,54,8,0.3211,0.1514,,262.9
EVT_03940,2026-02-21 05:43:00,US,Micro,Music,illegal_regulated_goods,stream_pause,automated,3.81,True,True,False,1169,202,35,0.1736,0.1763,,262.9
EVT_00907,2026-02-21 07:02:55,US,Micro,Commerce,violent_graphic,stream_pause,automated,3.39,True,True,False,574,140,29,0.2443,0.2105,,262.9
EVT_03204,2026-02-21 07:33:48,US,Micro,Music,illegal_regulated_goods,caption_text_removal,automated,1.3,True,True,False,904,104,9,0.1158,0.0886,,262.9
EVT_04164,2026-02-21 08:03:53,US,Mid,Education,hate_speech,escalated_review_flag,automated,3.26,True,True,False,3248,295,24,0.0911,0.0832,,262.9
EVT_02379,2026-02-21 08:41:49,US,Nano,Commerce,illegal_regulated_goods,content_warning_overlay,automated,1.99,True,True,False,178,47,4,0.2646,0.0976,,262.9
EVT_00938,2026-02-21 08:59:17,US,Mid,Music,adult_nudity_sexual,content_warning_overlay,automated,2.25,True,True,False,12358,2832,288,0.2292,0.1019,,262.9
EVT_03804,2026-02-21 09:05:19,US,Micro,Music,adult_nudity_sexual,content_warning_overlay,automated,1.89,True,True,False,800,209,22,0.2618,0.1076,,262.9
EVT_02841,2026-02-21 09:34:26,US,Nano,Gaming,minor_safety,stream_pause,automated,2.95,True,True,False,241,59,9,0.2454,0.1565,,262.9
EVT_01490,2026-02-21 10:02:17,US,Nano,Education,violent_graphic,escalated_review_flag,automated,4.64,True,True,False,400,54,8,0.1362,0.1541,,262.9
EVT_01919,2026-02-21 10:48:05,US,Nano,Talk,minor_safety,audio_mute,user_report,1.51,True,True,False,214,73,1,0.3418,0.0189,,262.9
EVT_02254,2026-02-21 10:50:56,US,Nano,Talk,spam_fake_engagement,stream_pause,automated,3.7,True,True,False,257,73,4,0.2864,0.0667,,262.9
EVT_03645,2026-02-21 11:42:11,US,Macro,Talk,hate_speech,escalated_review_flag,automated,3.4,True,False,False,36371,6895,189,0.1896,0.0274,,262.9
EVT_02758,2026-02-21 12:09:32,US,Nano,Education,adult_nudity_sexual,content_warning_overlay,automated,1.35,True,False,False,243,32,3,0.1355,0.1138,,262.9
EVT_03695,2026-02-21 12:24:13,US,Mid,Commerce,misinformation,audio_mute,automated,2.5,True,True,False,14570,4367,258,0.2998,0.0593,75.0,262.9
EVT_01073,2026-02-21 12:27:21,US,Micro,Commerce,hate_speech,content_warning_overlay,user_report,1.53,True,True,False,915,74,9,0.0812,0.1342,,262.9
EVT_04029,2026-02-21 12:34:52,US,Nano,Commerce,illegal_regulated_goods,stream_pause,automated,2.99,True,True,False,250,35,2,0.1409,0.0584,,262.9
EVT_02125,2026-02-21 12:36:25,US,Nano,Fitness,illegal_regulated_goods,caption_text_removal,user_report,1.26,True,True,False,152,19,1,0.1265,0.0757,,262.9
EVT_03166,2026-02-21 12:47:04,US,Micro,Commerce,adult_nudity_sexual,escalated_review_flag,automated,4.4,True,True,False,568,59,4,0.105,0.0765,,262.9
EVT_02438,2026-02-21 12:56:34,US,Micro,Education,illegal_regulated_goods,content_warning_overlay,human_review,1.62,True,True,False,775,174,34,0.2248,0.1997,,262.9
EVT_01937,2026-02-21 13:00:25,US,Nano,Music,minor_safety,caption_text_removal,automated,1.57,True,True,False,142,11,0,0.0838,0.0742,,262.9
EVT_00722,2026-02-21 14:00:11,US,Macro,Fitness,illegal_regulated_goods,content_warning_overlay,automated,2.34,True,True,False,27238,5466,658,0.2007,0.1205,,262.9
EVT_00534,2026-02-21 14:19:17,US,Micro,Music,minor_safety,stream_pause,human_review,3.3,True,True,False,1526,350,38,0.2298,0.11,,262.9
EVT_02850,2026-02-21 14:31:28,US,Mid,Gaming,hate_speech,stream_pause,automated,3.02,True,True,False,6858,1301,189,0.1897,0.1458,,262.9
EVT_02318,2026-02-21 14:47:05,US,Nano,Talk,misinformation,escalated_review_flag,automated,4.07,True,True,False,231,29,2,0.1258,0.0839,,262.9
EVT_03502,2026-02-21 14:58:10,US,Nano,Fitness,minor_safety,escalated_review_flag,automated,4.77,True,True,False,312,54,8,0.1754,0.1509,,262.9
EVT_03939,2026-02-21 15:23:55,US,Nano,Talk,illegal_regulated_goods,content_warning_overlay,human_review,1.43,True,True,False,139,18,2,0.1339,0.1145,,262.9
